	A_no_bat_NonAdap	A_no_bat_Adap	A_combat_cov_NonAdap	A_combat_cov_adap	A_combat_wo_cov_NonAdap	A_combat_wo_cov_adap	A_combat_wo_cov_NonAdap_nofilter	A_combat_wo_cov_adap_no_filter	B_dwd_bild_f	B_dwd_bild	B_combat_wo_cov_f	B_combat_cov_f	A_dwd_bild_NonAdaptive_f	A_dwd_bild_Adaptive_f
TCGA-E2-A1L7-01A-11R-A144-07	0.453713595	0.310305284	0.097243554	0.43881506	0.235309034	0.242508641	0.252771191	0.227400501	0.0269881	0.0270741	0.4602124	0.0536304	0.0379759	0.280674459
TCGA-E2-A1L8-01A-11R-A13Q-07	0.581597914	0.517614287	0.133963456	0.474065464	0.322301731	0.332157653	0.28656603	0.318472324	0.1429011	0.1433184	0.5328229	0.1079525	0.110396052	0.47906564
TCGA-E2-A1L9-01A-11R-A13Q-07	0.403321284	0.454606952	0.131560545	0.448160606	0.408403103	0.406427218	0.389862144	0.404737178	0.0823752	0.0819666	0.6506527	0.094084	0.059016578	0.384535125
TCGA-E2-A1LA-01A-11R-A144-07	0.308194464	0.189801178	0.109588809	0.410267907	0.330313365	0.315445487	0.309336647	0.325014965	0.0899702	0.0885821	0.5582422	0.1034186	0.048885524	0.342003765
TCGA-E2-A1LB-01A-11R-A144-07	0.727123893	0.718385771	0.189818612	0.56227866	0.326770059	0.300122605	0.369583818	0.353447136	0.7688139	0.7682485	0.7481977	0.6573827	0.213088901	0.633984858
TCGA-E2-A1LE-01A-12R-A19W-07	0.7431915	0.708437347	0.185143005	0.482678576	0.411908977	0.389392987	0.37175048	0.378394356	0.8568339	0.8563414	0.8281491	0.7792477	0.184878411	0.606243197
TCGA-E2-A1LG-01A-21R-A14M-07	0.247119073	0.250025625	0.048354148	0.366629975	0.151387483	0.146172841	0.182053425	0.134425381	0.0980804	0.0986198	0.353731	0.1134789	0.035073209	0.262520711
TCGA-E2-A1LH-01A-11R-A14D-07	0.286865718	0.293921783	0.077779309	0.455324471	0.420564045	0.393359271	0.393696844	0.395094565	0.2141968	0.2143387	0.6720578	0.2566209	0.027904486	0.235199946
TCGA-E2-A1LI-01A-12R-A157-07	0.317114909	0.286775347	0.085233327	0.472249822	0.288399376	0.255530243	0.281763037	0.285162107	0.1459021	0.1463314	0.4657324	0.1103376	0.046763581	0.339058591
TCGA-E2-A1LK-01A-21R-A14D-07	0.366040405	0.32248204	0.017011872	0.20606708	0.308049463	0.323383358	0.322067254	0.31292199	0.3021729	0.3014823	0.7573819	0.2304024	0.025936026	0.220988155
TCGA-E2-A1LL-01A-11R-A144-07	0.461181553	0.386794531	0.029330051	0.029241855	0.347905409	0.367690801	0.378383751	0.372207152	0.0520044	0.0510875	0.5117593	0.0859978	0.181835392	0.286079428
TCGA-E2-A1LS-01A-12R-A157-07	0.628122311	0.505979799	0.050493095	0.370281577	0.132368595	0.135882192	0.164622526	0.152756796	0.0868169	0.0873751	0.414114	0.1556061	0.093296388	0.406838205
TCGA-E2-A2P5-01A-11R-A19W-07	0.644177305	0.522801468	0.144273239	0.47549052	0.327112215	0.286503303	0.310265448	0.320990193	0.2048368	0.2021315	0.7282318	0.175288	0.152350165	0.50817106
TCGA-E2-A2P6-01A-11R-A19W-07	0.393765587	0.256215739	0.095364209	0.438563379	0.263553426	0.240860316	0.274452517	0.307958657	0.0787735	0.0774909	0.4483283	0.1061991	0.084104606	0.463213353
TCGA-E2-A3DX-01A-21R-A213-07	0.769582818	0.74366232	0.149381774	0.507779399	0.34708431	0.336812227	0.323483355	0.348547205	0.3240172	0.3226486	0.533064	0.3541725	0.146027185	0.550519184
TCGA-E2-A56Z-01A-12R-A29R-07	0.415857879	0.23981315	0.128254057	0.467625886	0.256920363	0.250255629	0.273353319	0.273415297	0.1188019	0.1170209	0.5702895	0.1230925	0.053932252	0.42864834
TCGA-E2-A570-01A-11R-A29R-07	0.427729392	0.325767557	0.076746291	0.399244638	0.361839577	0.339959402	0.336088103	0.366121031	0.1115339	0.1098201	0.6335239	0.1145095	0.068226186	0.395570775
TCGA-E2-A572-01A-13R-A31O-07	0.51077808	0.291561547	0.099769997	0.451550967	0.327999227	0.289564643	0.350639887	0.366093399	0.1595054	0.1597302	0.5842811	0.2106593	0.090938723	0.41900434
TCGA-E2-A573-01A-11R-A29R-07	0.117837748	0.109071085	0.053875172	0.400824339	0.282389862	0.264625617	0.250369375	0.246944952	0.0595395	0.0600706	0.4703743	0.100418	0.018628536	0.096450788
TCGA-E2-A574-01A-11R-A29R-07	0.644566656	0.558782931	0.06931757	0.406571948	0.482041048	0.457382722	0.481321145	0.448075631	0.4185726	0.4156035	0.8423198	0.2412738	0.208947618	0.620276103
TCGA-E2-A576-01A-11R-A31O-07	0.464195976	0.259746217	0.112930828	0.4435333	0.305392662	0.277182879	0.281309765	0.287407744	0.1526331	0.1509254	0.5513486	0.2463428	0.136737327	0.494347539
TCGA-E9-A1N3-01A-12R-A157-07	0.495230273	0.312750983	0.093791551	0.430800658	0.108211128	0.0917011	0.144221598	0.161172951	0.0548879	0.0546135	0.296327	0.0729308	0.069025945	0.419241322
TCGA-E9-A1N4-01A-11R-A14M-07	0.586765496	0.492095928	0.069906074	0.412412859	0.178478174	0.199174418	0.228756695	0.226683187	0.0336239	0.0337055	0.298105	0.083417	0.07759782	0.462644851
TCGA-E9-A1N5-01A-11R-A14D-07	0.431201989	0.353387082	0.105946493	0.440359539	0.316403142	0.340820479	0.322547987	0.330377477	0.0482909	0.0476665	0.595757	0.0679998	0.04954461	0.352269372
TCGA-E9-A1N6-01A-11R-A144-07	0.28725145	0.300668406	0.098715139	0.420574579	0.251720347	0.273030262	0.271354437	0.27287555	0.1750236	0.1725368	0.7343098	0.1808824	0.042818459	0.319855998
TCGA-E9-A1N8-01A-11R-A144-07	0.406654622	0.341414409	0.045257806	0.346635415	0.280970841	0.259450976	0.304214831	0.285403587	0.1032996	0.1021582	0.5360462	0.0661314	0.036078277	0.302143786
TCGA-E9-A1N9-01A-11R-A14D-07	0.482877186	0.450732575	0.077407956	0.438218799	0.131567938	0.141507617	0.17371006	0.162465506	0.0671329	0.0667768	0.4041947	0.1005583	0.066424779	0.399099129
TCGA-E9-A1NA-01A-11R-A144-07	0.543816087	0.445735662	0.025704798	0.338536982	0.304174948	0.360792303	0.321253459	0.295829774	0.1556006	0.153565	0.7612758	0.0757856	0.047795912	0.389483272
TCGA-E9-A1NC-01A-21R-A26B-07	0.518063097	0.42695204	0.059010287	0.360954915	0.603324096	0.560426731	0.553606052	0.557616856	0.1662577	0.1663341	0.7612715	0.3679209	0.052895071	0.419876855
TCGA-E9-A1ND-01A-11R-A144-07	0.13326617	0.133088906	0.018705627	0.249447741	0.176494219	0.154311338	0.137805308	0.14288455	0.0350038	0.0354042	0.3973093	0.077647	0.014877679	0.056814893
TCGA-E9-A1NE-01A-21R-A14M-07	0.274922687	0.232228352	0.077627846	0.464523758	0.209130705	0.227160644	0.201864143	0.223118311	0.074825	0.0753729	0.3785167	0.0656726	0.029152897	0.251917773
TCGA-E9-A1NF-01A-11R-A14D-07	0.524725157	0.505171886	0.163228955	0.502266009	0.299461645	0.314281435	0.294726473	0.290932768	0.140561	0.1385711	0.786786	0.1041185	0.07756096	0.458515712
TCGA-E9-A1NG-01A-21R-A14M-07	0.494443673	0.513467976	0.08310938	0.480512294	0.487771186	0.458621959	0.446028851	0.4589474	0.0914965	0.0902113	0.764299	0.1426115	0.088376739	0.454717485
TCGA-E9-A1NH-01A-11R-A14D-07	0.614944171	0.562481196	0.135119089	0.477875929	0.436634296	0.399475078	0.387547597	0.40716574	0.0986125	0.097857	0.5669773	0.1289324	0.156265776	0.557706757
TCGA-E9-A1NI-01A-11R-A14D-07	0.280556166	0.250384503	0.114882918	0.432937692	0.346059439	0.379529155	0.333265741	0.326945027	0.0979878	0.0964372	0.6676407	0.0686978	0.040346323	0.30663565
TCGA-E9-A1QZ-01A-21R-A169-07	0.347876554	0.284974857	0.07930286	0.451267485	0.21849136	0.236314091	0.182512838	0.228189275	0.191196	0.1914439	0.3067052	0.1149457	0.038036693	0.317140303
TCGA-E9-A1R0-01A-22R-A16F-07	0.561886207	0.440993898	0.104315926	0.477660637	0.333851534	0.320696928	0.334879699	0.358073436	0.2259584	0.2260339	0.4610916	0.1429789	0.083657475	0.463028286
TCGA-E9-A1R2-01A-11R-A14D-07	0.317017546	0.295911488	0.081485316	0.455759404	0.302806259	0.289044376	0.288350503	0.287452926	0.1986582	0.1973359	0.7088038	0.2061216	0.03680864	0.335446199
TCGA-E9-A1R3-01A-31R-A14M-07	0.432434463	0.435064946	0.070221671	0.405709863	0.391575771	0.382810973	0.375115642	0.395058226	0.0371257	0.0371594	0.514469	0.0750012	0.061288793	0.368337428
TCGA-E9-A1R4-01A-21R-A14D-07	0.202858248	0.210542524	0.128692261	0.511243781	0.286170886	0.33272738	0.316141971	0.289557918	0.0421646	0.0414141	0.3765052	0.0579044	0.034143768	0.267951973
TCGA-E9-A1R5-01A-11R-A14M-07	0.408399857	0.35972915	0.110004022	0.473962417	0.276733682	0.25915865	0.270223038	0.261563762	0.0657575	0.0648706	0.5625656	0.0921238	0.04804575	0.412410378
TCGA-E9-A1R6-01A-11R-A14D-07	0.554276051	0.481845075	0.146865049	0.491748983	0.290981209	0.287920167	0.349185247	0.340032414	0.284651	0.2819685	0.6578071	0.1645456	0.108853537	0.495624205
TCGA-E9-A1R7-01A-11R-A14M-07	0.310909052	0.27941957	0.126549262	0.487396483	0.066569545	0.057192095	0.087920071	0.086619664	0.0397249	0.0391889	0.247038	0.0765907	0.070024878	0.453444611
TCGA-E9-A1RA-01A-11R-A14D-07	0.588754057	0.50846769	0.114744061	0.476150548	0.3246178	0.31173535	0.323339896	0.330405268	0.0647177	0.0638868	0.5577923	0.0870786	0.085912016	0.426374892
TCGA-E9-A1RB-01A-11R-A157-07	0.479976041	0.347390608	0.091431371	0.455195021	0.148428529	0.190464612	0.20393273	0.188704899	0.0217314	0.0213199	0.2347417	0.0534228	0.056742352	0.340809948
TCGA-E9-A1RC-01A-11R-A157-07	0.484585353	0.484225031	0.076402203	0.422785061	0.293748369	0.314131385	0.281673629	0.276331182	0.0837798	0.0824796	0.545633	0.0691305	0.082844389	0.437826015
TCGA-E9-A1RD-01A-11R-A157-07	0.441372314	0.301200651	0.117483411	0.461263227	0.137472707	0.1597784	0.161508402	0.16507716	0.0376442	0.0372016	0.3076045	0.0714779	0.051792014	0.350588459
TCGA-E9-A1RE-01A-11R-A157-07	0.454319388	0.314170486	0.082927561	0.436814453	0.13738549	0.141052637	0.202510376	0.194444674	0.1684264	0.1666928	0.4099764	0.1737662	0.086351999	0.486218127
TCGA-E9-A1RF-01A-11R-A157-07	0.513780301	0.502167232	0.131478787	0.487129339	0.313333724	0.326017367	0.308061737	0.298372475	0.2203047	0.2175229	0.7846339	0.1465549	0.074055874	0.419724013
TCGA-E9-A1RG-01A-11R-A14D-07	0.508926329	0.44721895	0.1619281	0.502481009	0.375078148	0.417076143	0.403244835	0.406363171	0.3134805	0.310746	0.819106	0.1569576	0.118379093	0.528148882
TCGA-E9-A1RH-01A-21R-A169-07	0.477234651	0.323860202	0.156657133	0.429477042	0.172488237	0.162309754	0.204759553	0.190382361	0.0514428	0.0512343	0.5578405	0.0904947	0.123902065	0.404598157
TCGA-E9-A1RI-01A-11R-A169-07	0.491560108	0.466578095	0.137696878	0.48770563	0.348568294	0.345738926	0.339370444	0.361324228	0.1457285	0.143571	0.5925018	0.1132794	0.084987379	0.465306053
TCGA-E9-A226-01A-21R-A157-07	0.521968328	0.487533859	0.158575231	0.500680917	0.262794745	0.265563596	0.268334516	0.272000029	0.0538712	0.0537786	0.4558766	0.0738301	0.072432453	0.433290893
TCGA-E9-A227-01A-11R-A157-07	0.606875954	0.542727723	0.127548979	0.472047538	0.323630111	0.318107211	0.329468523	0.32520613	0.085217	0.0855651	0.4773873	0.1031216	0.108393747	0.48826715
TCGA-E9-A228-01A-31R-A157-07	0.813652745	0.694923723	0.16773982	0.52530537	0.241679356	0.248938268	0.320341355	0.299488258	0.5207014	0.5192941	0.7698453	0.2960089	0.214954559	0.67322166
TCGA-E9-A229-01A-31R-A157-07	0.308350826	0.279187274	0.108742031	0.446476636	0.249178046	0.259962584	0.251728954	0.244031802	0.0421718	0.0416289	0.4111758	0.0733434	0.030687112	0.256960984
TCGA-E9-A22A-01A-11R-A157-07	0.449762413	0.404351093	0.116530073	0.422542626	0.35832044	0.387177016	0.349742724	0.338036905	0.0776739	0.0775489	0.7189209	0.0954391	0.044253617	0.323899738
TCGA-E9-A22B-01A-11R-A157-07	0.40237748	0.323494235	0.115108458	0.443046229	0.298882559	0.308234042	0.286695112	0.31067872	0.0794056	0.0784366	0.7202918	0.1152899	0.052749237	0.405308346
TCGA-E9-A22D-01A-11R-A157-07	0.322132148	0.210814545	0.130557768	0.500010635	0.15049591	0.16227081	0.175282896	0.137547894	0.1138826	0.1121106	0.4974628	0.1024705	0.038943108	0.290197891
TCGA-E9-A22E-01A-11R-A157-07	0.455341184	0.406580657	0.152022826	0.462261149	0.293225794	0.310323784	0.280162319	0.276675592	0.0347463	0.0346672	0.6398248	0.0716647	0.062180848	0.384556077
TCGA-E9-A22G-01A-11R-A157-07	0.423628677	0.31113409	0.136709971	0.49748283	0.09925602	0.131570067	0.149757175	0.119029161	0.0396723	0.0393554	0.4418654	0.0723196	0.041292473	0.320558552
TCGA-E9-A22H-01A-11R-A157-07	0.354992717	0.224897596	0.124452017	0.455028347	0.100816963	0.138969313	0.145125668	0.136349886	0.037215	0.036834	0.239139	0.0592019	0.042505445	0.323126842
TCGA-E9-A243-01A-21R-A169-07	0.230369832	0.163351167	0.106480004	0.452022987	0.06229554	0.051754767	0.061576955	0.053447462	0.0167124	0.0169698	0.1134459	0.0336991	0.024288391	0.122990655
TCGA-E9-A244-01A-11R-A169-07	0.480328251	0.527329629	0.030257693	0.239202849	0.431462402	0.396692537	0.415409645	0.414826764	0.0952011	0.0946661	0.7027618	0.1750606	0.068652502	0.452740682
TCGA-E9-A245-01A-22R-A16F-07	0.645957943	0.43227576	0.02928292	0.271412354	0.271909651	0.278997093	0.308021372	0.295349003	0.1404537	0.1385003	0.6848776	0.094888	0.091355903	0.450292534
TCGA-E9-A247-01A-11R-A169-07	0.487377581	0.356528493	0.114861038	0.467932412	0.314989209	0.292054138	0.333576346	0.333738759	0.1001718	0.0986194	0.4355014	0.1220501	0.090471785	0.455680353
TCGA-E9-A248-01A-11R-A169-07	0.300292362	0.348643012	0.130032733	0.46023133	0.201067523	0.201590318	0.244041672	0.201288162	0.1168755	0.1173031	0.4764496	0.1158844	0.034203627	0.344298704
TCGA-E9-A249-01A-11R-A169-07	0.514027196	0.407451285	0.111920079	0.496110054	0.211970111	0.217177237	0.242669679	0.23581621	0.1054247	0.1037663	0.4720625	0.0808758	0.091323222	0.43105493
TCGA-E9-A24A-01A-11R-A169-07	0.560683876	0.431066268	0.097366361	0.413022063	0.281218999	0.287329004	0.305279659	0.301553289	0.0528867	0.0519599	0.4394993	0.0785391	0.067385717	0.422749457
TCGA-E9-A295-01A-11R-A16F-07	0.356447017	0.222420187	0.010355011	0.058259089	0.28770095	0.29740165	0.272808714	0.288122987	0.0638944	0.062931	0.4505777	0.0762638	0.036270089	0.279179625
TCGA-E9-A2JS-01A-11R-A180-07	0.36897625	0.213717796	0.130968679	0.48968132	0.279315561	0.307236053	0.296187533	0.280268272	0.2470389	0.2445836	0.7568928	0.1324694	0.056802249	0.402072348
TCGA-E9-A2JT-01A-22R-A18M-07	0.278310997	0.214146754	0.127003198	0.49339988	0.074967149	0.078773568	0.082506324	0.084775431	0.0281677	0.0284642	0.216617	0.0574963	0.026380649	0.208210713
TCGA-E9-A3HO-01A-11R-A213-07	0.434255812	0.315051349	0.053040514	0.435843442	0.123523734	0.153710879	0.193523915	0.164060058	0.1029165	0.101372	0.4985267	0.1053561	0.083756906	0.451342501
TCGA-E9-A3Q9-01A-11R-A21T-07	0.48166594	0.316865049	0.118079485	0.455911411	0.237039875	0.209134637	0.209964602	0.245134911	0.0968993	0.0974453	0.434956	0.0776101	0.063900405	0.429264569
TCGA-E9-A3QA-01A-61R-A22K-07	0.086244072	0.093601533	0.023727857	0.408727901	0.248121547	0.233169858	0.231961926	0.227436532	0.0456578	0.0461074	0.4884197	0.0679889	0.013283356	0.048513042
TCGA-E9-A3X8-01A-31R-A22U-07	0.502605212	0.402335848	0.11836488	0.477155264	0.437424613	0.399585147	0.403263329	0.410091233	0.1293923	0.1295782	0.7077606	0.1608478	0.13771066	0.492016314
TCGA-E9-A54X-01A-11R-A266-07	0.726997528	0.612551663	0.087259018	0.422392811	0.275213054	0.27892146	0.334054314	0.329762347	0.1656483	0.1633557	0.6067796	0.1123487	0.205299967	0.594497689
TCGA-E9-A5FK-01A-11R-A27Q-07	0.315323983	0.186667519	0.090228971	0.456330453	0.281043324	0.256189726	0.278712076	0.281798523	0.0807338	0.0811904	0.4627112	0.1358369	0.043618515	0.280903503
TCGA-E9-A5FL-01A-11R-A27Q-07	0.245613587	0.214531655	0.007561175	0.013573953	0.344596467	0.323135963	0.292110766	0.297094205	0.1309345	0.1314001	0.7484871	0.1170688	0.009610719	0.014627549
TCGA-E9-A5UO-01A-11R-A28M-07	0.603625788	0.46443712	0.121017333	0.455145905	0.184915952	0.170535788	0.243169085	0.254252158	0.4051513	0.4032027	0.6914495	0.122075	0.078775021	0.493209188
TCGA-E9-A5UP-01A-11R-A28M-07	0.256528491	0.234032383	0.09255675	0.462869731	0.189652088	0.196249788	0.202158189	0.196995979	0.0810458	0.0797526	0.5750501	0.0906505	0.035718127	0.313438207
TCGA-E9-A6HE-01A-11R-A31O-07	0.400513703	0.342449911	0.097950553	0.469059432	0.439669967	0.422904631	0.400803953	0.440359908	0.096411	0.0961069	0.6917831	0.1456609	0.059611696	0.370760746
TCGA-EW-A1IW-01A-11R-A13Q-07	0.543810316	0.507920597	0.103754767	0.479379457	0.351611345	0.336402538	0.294732791	0.356574273	0.3947426	0.393401	0.4238432	0.4803409	0.088005954	0.49207262
TCGA-EW-A1IX-01A-12R-A144-07	0.665330643	0.547764167	0.132262555	0.49969177	0.333224186	0.313686213	0.330450493	0.353046901	0.1338574	0.1319453	0.5216919	0.2209154	0.107158091	0.514694416
TCGA-EW-A1IY-01A-11R-A13Q-07	0.605169054	0.61279656	0.096587427	0.399676356	0.246989255	0.236791667	0.240516376	0.260009125	0.0894173	0.0899731	0.4683398	0.0607483	0.069831472	0.370776706
TCGA-EW-A1IZ-01A-11R-A13Q-07	0.412052464	0.325334651	0.077357366	0.365844161	0.252294049	0.24658149	0.25160251	0.254262795	0.0738089	0.0739609	0.5183848	0.0985885	0.026625158	0.256530438
TCGA-EW-A1J1-01A-11R-A13Q-07	0.600909316	0.427272323	0.122825322	0.445717864	0.186622385	0.208379723	0.245138268	0.221145647	0.2259607	0.2230714	0.7413924	0.0845808	0.081049047	0.461606768
TCGA-EW-A1J2-01A-21R-A13Q-07	0.597001244	0.544049963	0.086199585	0.456062389	0.350670046	0.331386343	0.321943795	0.351790949	0.0978863	0.0983841	0.3037436	0.147093	0.051088354	0.419405429
TCGA-EW-A1J3-01A-11R-A13Q-07	0.734870331	0.654209154	0.135463437	0.495932248	0.325911937	0.300442238	0.320775481	0.351023568	0.4001603	0.3982796	0.5316215	0.4062412	0.146316842	0.54636726
TCGA-EW-A1J5-01A-11R-A13Q-07	0.327027492	0.218904089	0.064920505	0.414434218	0.206900656	0.216050354	0.220305286	0.23224948	0.0440794	0.0438589	0.2875527	0.101254	0.03183592	0.2251377
TCGA-EW-A1J6-01A-11R-A13Q-07	0.280248389	0.230923316	0.103034119	0.417468639	0.072379989	0.086707438	0.0941526	0.095778119	0.0342406	0.0339062	0.2943986	0.0477064	0.038829382	0.295737909
TCGA-EW-A1OV-01A-11R-A144-07	0.369030024	0.306085738	0.095615119	0.456148731	0.13513057	0.158878943	0.144741546	0.148313038	0.0913998	0.0901778	0.577461	0.109497	0.045219689	0.293579335
TCGA-EW-A1OW-01A-21R-A144-07	0.519682168	0.497568257	0.090569609	0.427973131	0.420753834	0.4093829	0.401951329	0.402960869	0.1638056	0.1641137	0.5520802	0.326241	0.049551522	0.373216059
TCGA-EW-A1OX-01A-11R-A144-07	0.556025886	0.452364604	0.156358958	0.506407102	0.128679846	0.125011458	0.205623553	0.193352312	0.3159238	0.3136787	0.6899649	0.1353699	0.119967527	0.609342085
TCGA-EW-A1OY-01A-11R-A144-07	0.391436071	0.31576767	0.149940678	0.491280312	0.227303153	0.255719749	0.266614886	0.236012002	0.0525756	0.0517521	0.3728779	0.1040377	0.068387356	0.431044636
TCGA-EW-A1OZ-01A-11R-A144-07	0.647687874	0.561270185	0.182188524	0.527341207	0.415093332	0.407561681	0.421313799	0.434328582	0.7150615	0.7146431	0.8074647	0.7358708	0.173515649	0.610670304
TCGA-EW-A1P0-01A-11R-A144-07	0.392815064	0.269154277	0.095853444	0.369769541	0.199656336	0.19964716	0.242011621	0.246555268	0.0557056	0.0548159	0.5888796	0.031908	0.051299384	0.305587243
TCGA-EW-A1P1-01A-31R-A14D-07	0.531827355	0.615678173	0.10636645	0.50106977	0.498508281	0.498024855	0.430692456	0.46833794	0.1975403	0.1976583	0.6854461	0.1535218	0.057011013	0.432986843
TCGA-EW-A1P3-01A-11R-A144-07	0.502075281	0.485010187	0.140966764	0.470794089	0.419234605	0.396552509	0.36147758	0.404243891	0.1397624	0.13967	0.5691527	0.1248407	0.088082509	0.49344199
TCGA-EW-A1P4-01A-21R-A144-07	0.438879937	0.474315672	0.059791374	0.447329893	0.46828622	0.476427174	0.490008083	0.459536052	0.0816953	0.0803658	0.6737103	0.1314466	0.03467563	0.275685645
TCGA-EW-A1P5-01A-11R-A144-07	0.34348818	0.296524605	0.083055578	0.504845532	0.286629649	0.318668093	0.319909803	0.297498335	0.0372121	0.0373329	0.3713104	0.0585566	0.035776897	0.270543909
TCGA-EW-A1P6-01A-11R-A144-07	0.341793351	0.292453375	0.153357121	0.468777498	0.315176465	0.314617711	0.342006328	0.335827007	0.1437853	0.1417593	0.5625551	0.081798	0.08742216	0.439427035
TCGA-EW-A1P7-01A-21R-A144-07	0.376008507	0.435454314	0.028389012	0.240331041	0.413662699	0.390141136	0.368466795	0.406189937	0.1832569	0.1835409	0.444546	0.243024	0.036240665	0.290066646
TCGA-EW-A1P8-01A-11R-A144-07	0.319100486	0.296176627	0.08935524	0.432382035	0.275644125	0.307068935	0.265086542	0.256367637	0.0582369	0.0581908	0.6558622	0.1902306	0.043196387	0.357466985
TCGA-EW-A1PA-01A-11R-A144-07	0.441844892	0.22254119	0.096783788	0.435106088	0.22922718	0.229553678	0.248169161	0.264423943	0.089937	0.0884928	0.5427642	0.1027374	0.040597755	0.323246764
TCGA-EW-A1PB-01A-11R-A144-07	0.164310205	0.11714907	0.06175579	0.432353731	0.058193427	0.077372001	0.088028456	0.057081164	0.0334998	0.0338873	0.2836772	0.0759491	0.015710252	0.060210249
TCGA-EW-A1PC-01B-11R-A21T-07	0.33778164	0.274135157	0.112922214	0.419244586	0.151367303	0.197111529	0.168391766	0.155154889	0.0864101	0.0853113	0.5614685	0.1798439	0.04017153	0.283343137
TCGA-EW-A1PD-01A-11R-A144-07	0.669031145	0.628241738	0.165422291	0.548437145	0.372882569	0.367780216	0.351213273	0.39112501	0.3541486	0.352161	0.6611307	0.2554555	0.186679092	0.614523398
TCGA-EW-A1PE-01A-11R-A144-07	0.426504729	0.306654013	0.08482045	0.420458705	0.224378781	0.23846506	0.216483805	0.228049831	0.035717	0.0358737	0.3048664	0.0813765	0.031949561	0.269575786
TCGA-EW-A1PF-01A-11R-A144-07	0.562996365	0.453135846	0.117619459	0.492551537	0.366796573	0.353692869	0.363507166	0.37712699	0.1865548	0.184778	0.6829724	0.1442522	0.088867094	0.469736459
TCGA-EW-A1PG-01A-11R-A144-07	0.78548543	0.758054915	0.106880182	0.521716011	0.46509283	0.427813198	0.409025528	0.475746923	0.2365941	0.2366033	0.5258285	0.1717225	0.161897174	0.553977327
TCGA-EW-A1PH-01A-11R-A14M-07	0.167514748	0.176762615	0.061322154	0.350683164	0.295818578	0.299738747	0.311865319	0.270426183	0.0706531	0.0705476	0.6146371	0.1713482	0.030146085	0.238286503
TCGA-EW-A2FR-01A-11R-A21T-07	0.780943062	0.812442994	0.195092461	0.547728201	0.581812166	0.560247298	0.557019785	0.553791605	0.8662532	0.866559	0.8843346	0.8126424	0.226862915	0.654786986
TCGA-EW-A2FS-01A-11R-A17B-07	0.284212485	0.226350852	0.077725139	0.427365198	0.320621877	0.295489408	0.299913799	0.332549067	0.0923435	0.0908641	0.4759684	0.1053788	0.038927108	0.346002635
TCGA-EW-A2FV-01A-11R-A17B-07	0.290141898	0.314867492	0.11255454	0.4837204	0.321637057	0.362396368	0.305075906	0.328663585	0.1057581	0.1056517	0.6081064	0.1027462	0.039825215	0.311108698
TCGA-EW-A2FW-01A-11R-A17B-07	0.709636741	0.539587128	0.142544128	0.488741294	0.285739092	0.272013166	0.325981584	0.328915695	0.3973263	0.3954019	0.7573591	0.1677559	0.161919406	0.622654456
TCGA-EW-A3E8-01B-11R-A24H-07	0.584826344	0.416661079	0.152456097	0.491604877	0.288511436	0.272781723	0.267048602	0.293809775	0.2566625	0.2565477	0.4930122	0.238367	0.065093576	0.453707738
TCGA-EW-A3U0-01A-11R-A22K-07	0.370528301	0.371676274	0.075200025	0.45151867	0.309859515	0.293753603	0.286678711	0.283532617	0.0734344	0.0739901	0.2814099	0.1299375	0.041022466	0.328804207
TCGA-EW-A423-01A-11R-A24H-07	0.543462927	0.483087558	0.117584323	0.46075876	0.226794024	0.175249006	0.253165262	0.247063714	0.1221836	0.1203156	0.4553039	0.1624165	0.111823764	0.511897549
TCGA-EW-A424-01A-11R-A24H-07	0.609011653	0.499113299	0.089138878	0.452507093	0.416847025	0.371015426	0.406535243	0.435623786	0.0973519	0.0962255	0.5088015	0.1177289	0.14525361	0.517014189
TCGA-EW-A6S9-01A-22R-A33J-07	0.782433588	0.735528163	0.145556932	0.533941674	0.472710062	0.437903261	0.449994436	0.449093828	0.8374724	0.8373429	0.8063887	0.7570011	0.20746873	0.614956709
TCGA-EW-A6SA-01A-21R-A32P-07	0.727443758	0.592932367	0.161744036	0.509351742	0.208366521	0.211763597	0.258935808	0.246309425	0.3954547	0.3934597	0.7026453	0.1566098	0.222715143	0.643828642
TCGA-EW-A6SB-01A-12R-A32P-07	0.202789029	0.175877235	0.090176529	0.496124103	0.132276493	0.108447197	0.125593783	0.109554847	0.0493638	0.0498502	0.2247193	0.0752179	0.031807422	0.228657784
TCGA-EW-A6SC-01A-12R-A32P-07	0.384197166	0.365018436	0.105928797	0.446717711	0.316529672	0.304225644	0.279944771	0.328358608	0.0561532	0.0561153	0.4838448	0.0888418	0.043828363	0.353906839
