	A_no_bat_NonAdap	A_no_bat_Adap	A_combat_cov_NonAdap	A_combat_cov_adap	A_combat_wo_cov_NonAdap	A_combat_wo_cov_adap	A_combat_wo_cov_NonAdap_nofilter	A_combat_wo_cov_adap_no_filter	B_dwd_bild_f	B_dwd_bild	B_combat_wo_cov_f	B_combat_cov_f	A_dwd_bild_NonAdaptive_f	A_dwd_bild_Adaptive_f
TCGA-BH-A0BF-01A-21R-A12P-07	0.346680588	0.30167146	0.115848431	0.473292869	0.261164403	0.258253984	0.250354839	0.251686543	0.0315127	0.0313275	0.4083826	0.0727928	0.033112492	0.251181456
TCGA-BH-A0BG-01A-11R-A115-07	0.231690911	0.194651469	0.053782824	0.42060133	0.235970004	0.248538525	0.243630314	0.228068599	0.0749517	0.0754979	0.1881258	0.0711868	0.030016308	0.238552402
TCGA-BH-A0BJ-01A-11R-A056-07	0.727552795	0.664281793	0.090841657	0.475423491	0.319390275	0.317358076	0.315875701	0.333885071	0.1247838	0.1249997	0.5743083	0.2196763	0.118563848	0.480243704
TCGA-BH-A0BL-01A-11R-A115-07	0.427101515	0.496041075	0.056106903	0.395665234	0.446435056	0.395936711	0.370801733	0.397508308	0.1135267	0.1140179	0.6131615	0.2050651	0.035861405	0.331928424
TCGA-BH-A0BM-01A-11R-A056-07	0.477176748	0.364287143	0.059155259	0.443667676	0.310147981	0.281789148	0.259642854	0.320079715	0.1478974	0.148319	0.3837288	0.1306345	0.063767112	0.462822919
TCGA-BH-A0BO-01A-23R-A12D-07	0.70689464	0.61405824	0.085076508	0.476987988	0.455249885	0.434660489	0.364584895	0.446549878	0.1797561	0.1799835	0.6390253	0.1650642	0.087142518	0.475263961
TCGA-BH-A0BP-01A-11R-A115-07	0.438503039	0.408259461	0.078181385	0.426614865	0.370880876	0.388456197	0.351973138	0.379950264	0.0462768	0.0461204	0.6372068	0.0981209	0.04868421	0.430768946
TCGA-BH-A0BQ-01A-21R-A115-07	0.621582843	0.564768352	0.073117609	0.438589186	0.412095992	0.376407978	0.326425328	0.373932315	0.2377941	0.2376903	0.5669821	0.2126239	0.065017264	0.418609552
TCGA-BH-A0BR-01A-21R-A115-07	0.597386542	0.619876412	0.141534449	0.502138031	0.429232469	0.418512811	0.388330284	0.42177373	0.1411292	0.1390442	0.7464634	0.1304962	0.098446763	0.487716383
TCGA-BH-A0BS-01A-11R-A12P-07	0.791331663	0.737457294	0.168440738	0.49781946	0.274574881	0.23125872	0.256058748	0.309387937	0.1731703	0.1728706	0.502721	0.2342442	0.188694866	0.623490134
TCGA-BH-A0BT-01A-11R-A12P-07	0.277711212	0.220930723	0.112034217	0.462115552	0.290009644	0.25529858	0.281246814	0.263145852	0.0888532	0.0876822	0.3130481	0.13525	0.04881255	0.340680297
TCGA-BH-A0BV-01A-11R-A00Z-07	0.561532455	0.44496736	0.131223291	0.50187209	0.297158836	0.315769378	0.311673309	0.309825357	0.0778991	0.0769051	0.5278329	0.1192974	0.07478457	0.460080574
TCGA-BH-A0BW-01A-11R-A115-07	0.227210094	0.242850869	0.058488768	0.444771017	0.205792955	0.224253335	0.204375241	0.20194547	0.0474193	0.0478738	0.2576745	0.0911696	0.024760339	0.226048461
TCGA-BH-A0BZ-01A-31R-A12P-07	0.33569668	0.293523643	0.130360896	0.496925818	0.40458109	0.421893169	0.399506768	0.394750434	0.1958371	0.1931618	0.7707506	0.0917547	0.039599583	0.306512465
TCGA-BH-A0C0-01A-21R-A056-07	0.21184423	0.153164752	0.069782478	0.449099608	0.092033553	0.127830487	0.138162279	0.113619272	0.053245	0.0523115	0.2775005	0.0810358	0.020317274	0.1336308
TCGA-BH-A0C1-01B-11R-A12D-07	0.70791711	0.653129531	0.131338498	0.504627809	0.30767926	0.270571795	0.280115688	0.289666481	0.1193482	0.1179392	0.4839927	0.1766818	0.150890649	0.514930457
TCGA-BH-A0C3-01A-21R-A12P-07	0.472878988	0.442360234	0.111830613	0.491040602	0.274210318	0.281382526	0.244374943	0.277336233	0.176006	0.176211	0.6176343	0.1072272	0.050165408	0.373540064
TCGA-BH-A0C7-01B-11R-A115-07	0.42106293	0.311047937	0.087960706	0.440384224	0.19577159	0.220427667	0.193704659	0.214938571	0.0563494	0.0567799	0.2105263	0.0910739	0.043532212	0.340762266
TCGA-BH-A0DD-01A-31R-A12P-07	0.504663645	0.382364455	0.11843675	0.47898953	0.191315347	0.21233056	0.212513048	0.206674556	0.1957051	0.1931427	0.4847474	0.1854791	0.078467887	0.396716348
TCGA-BH-A0DE-01A-11R-A115-07	0.463300434	0.384794915	0.117913146	0.470550082	0.357125832	0.337577578	0.301857509	0.353840032	0.1275057	0.1279619	0.5521542	0.1595189	0.045019769	0.387634918
TCGA-BH-A0DG-01A-21R-A12P-07	0.519483707	0.495806293	0.097325775	0.469984059	0.352877219	0.347079579	0.330475723	0.35615823	0.063487	0.0631767	0.538563	0.1185291	0.055982776	0.421156996
TCGA-BH-A0DH-01A-11R-A084-07	0.514361592	0.31202688	0.117240813	0.48583298	0.345273213	0.338629163	0.35343155	0.352851192	0.0608438	0.0604421	0.292637	0.1237213	0.102328802	0.484702573
TCGA-BH-A0DI-01A-21R-A12P-07	0.682190817	0.620051078	0.105795484	0.464656189	0.386273378	0.389996299	0.355589815	0.385857911	0.2411974	0.2407972	0.6444899	0.2468006	0.110165009	0.51235387
TCGA-BH-A0DK-01A-21R-A056-07	0.302129026	0.251912411	0.043146418	0.377664206	0.296268585	0.292764974	0.248302191	0.27878209	0.0137207	0.013616	0.3584981	0.0780571	0.019727638	0.119989962
TCGA-BH-A0DL-01A-11R-A115-07	0.09326378	0.072296869	0.007606666	0.048758179	0.158731454	0.149462864	0.129505227	0.149432172	0.1089749	0.1094104	0.4591857	0.0508157	0.008226261	0.016237376
TCGA-BH-A0DO-01B-11R-A12D-07	0.705792318	0.615136162	0.070480611	0.448848812	0.284051723	0.244372837	0.25678781	0.30815576	0.1715061	0.1718358	0.3143908	0.1677861	0.093811943	0.530065986
TCGA-BH-A0DP-01A-21R-A056-07	0.710392752	0.581649541	0.102607447	0.479715453	0.329155091	0.296479637	0.297379083	0.337090535	0.1576423	0.1580271	0.3757326	0.1359287	0.11523796	0.485557562
TCGA-BH-A0DQ-01A-11R-A084-07	0.372384476	0.327600918	0.114018305	0.481872185	0.395475393	0.41312478	0.390296052	0.400334754	0.1163545	0.1168188	0.5366448	0.0944736	0.057860229	0.395282657
TCGA-BH-A0DS-01A-11R-A056-07	0.424810371	0.39714873	0.148797426	0.501074846	0.37264338	0.345399997	0.349393767	0.35285422	0.086076	0.0862776	0.594165	0.0886457	0.065822165	0.420060145
TCGA-BH-A0DT-01A-21R-A12D-07	0.654904918	0.567571103	0.088396789	0.441594211	0.379398332	0.363467136	0.343842389	0.371357607	0.21989	0.2199099	0.5169591	0.1389428	0.088372378	0.471953334
TCGA-BH-A0DV-01A-21R-A12P-07	0.717359197	0.701520807	0.089363818	0.458678928	0.414636701	0.366178082	0.363666604	0.42136907	0.2178391	0.2179141	0.6025349	0.2467439	0.090596125	0.485136279
TCGA-BH-A0DX-01A-11R-A115-07	0.494125489	0.481257882	0.12955804	0.482686562	0.288811268	0.277400138	0.259536525	0.288658079	0.081477	0.082026	0.4891565	0.0969509	0.072727598	0.432510065
TCGA-BH-A0DZ-01A-11R-A00Z-07	0.721725694	0.650568312	0.180868628	0.526897644	0.412992977	0.444844376	0.400752089	0.39458635	0.6954183	0.6930937	0.8109082	0.6659428	0.214197301	0.627950383
TCGA-BH-A0E0-01A-11R-A056-07	0.235606263	0.23440298	0.009505541	0.069648779	0.159541463	0.138564008	0.160985608	0.154068636	0.1655834	0.1634718	0.7196218	0.0974062	0.02350752	0.212849962
TCGA-BH-A0E1-01A-11R-A056-07	0.75904686	0.570529108	0.123262516	0.464847615	0.426036428	0.44015252	0.444349048	0.438055364	0.1207562	0.1202197	0.6567619	0.1287641	0.08941938	0.533604936
TCGA-BH-A0E2-01A-11R-A056-07	0.313557646	0.294605771	0.088820145	0.434877414	0.311511356	0.305137668	0.300309161	0.303511568	0.0604868	0.0595824	0.6455035	0.0783315	0.036360181	0.308699106
TCGA-BH-A0E6-01A-11R-A034-07	0.626393006	0.665840732	0.120389418	0.489324469	0.419972157	0.392135548	0.399211369	0.402118976	0.4859755	0.4840564	0.7917019	0.6477273	0.122967135	0.58624387
TCGA-BH-A0E7-01A-11R-A034-07	0.62101409	0.598079921	0.120499068	0.427942487	0.266205527	0.252484262	0.3111344	0.320211115	0.1900155	0.1874823	0.5667897	0.0998455	0.072538631	0.433623475
TCGA-BH-A0E9-01B-11R-A115-07	0.497710401	0.394870194	0.02940452	0.466174272	0.3086433	0.28019243	0.261326166	0.306221406	0.1550564	0.1554456	0.2900282	0.1516239	0.033070643	0.330152104
TCGA-BH-A0EA-01A-11R-A115-07	0.559261738	0.45791005	0.070197419	0.414649171	0.42699497	0.379483671	0.346888575	0.400583194	0.1931261	0.1933456	0.3262972	0.187021	0.051510349	0.419322939
TCGA-BH-A0EB-01A-11R-A034-07	0.541919624	0.493359651	0.140231628	0.503580667	0.250184418	0.263962658	0.260824229	0.263268399	0.0550462	0.0548181	0.5555826	0.1245151	0.080887236	0.411146508
TCGA-BH-A0EE-01A-11R-A034-07	0.417121286	0.302550991	0.144464519	0.498849163	0.168797888	0.160209554	0.204527046	0.164816011	0.2919955	0.2890262	0.5766253	0.2612061	0.044687106	0.342569471
TCGA-BH-A0EI-01A-11R-A115-07	0.766557058	0.625718613	0.131179399	0.476394003	0.400620804	0.378210141	0.379612847	0.407016655	0.2002982	0.197884	0.6747029	0.1947688	0.160313608	0.602223748
TCGA-BH-A0GY-01A-11R-A056-07	0.407491196	0.340093259	0.049152203	0.347013243	0.377066226	0.394940498	0.367502701	0.371889607	0.1172746	0.1158294	0.6926975	0.1454992	0.027701198	0.210190974
TCGA-BH-A0GZ-01A-11R-A056-07	0.380426773	0.331705153	0.066401538	0.409001242	0.334864582	0.309421963	0.299208587	0.316833491	0.056955	0.0567096	0.5433524	0.085424	0.051069785	0.340064124
TCGA-BH-A0H0-01A-11R-A056-07	0.60481939	0.489016571	0.152178857	0.503527541	0.148449249	0.122028025	0.205372604	0.211212507	0.1797117	0.1775416	0.6394419	0.1166927	0.134516877	0.535203817
TCGA-BH-A0H3-01A-11R-A12P-07	0.630933381	0.578527152	0.126826965	0.470420979	0.284370044	0.283113761	0.26011074	0.295436222	0.1082425	0.1086303	0.3530785	0.1175998	0.084708457	0.471653514
TCGA-BH-A0H5-01A-21R-A115-07	0.477781406	0.342895642	0.106884227	0.475762342	0.177505784	0.186335617	0.186918217	0.207035056	0.1174603	0.1179639	0.2386817	0.0896157	0.039421935	0.309571793
TCGA-BH-A0H6-01A-21R-A056-07	0.537227769	0.539518633	0.120957254	0.502429694	0.433649686	0.396893139	0.424473372	0.457999558	0.1631341	0.160766	0.6923771	0.1034378	0.124613835	0.564155219
TCGA-BH-A0H7-01A-13R-A056-07	0.652194492	0.484816585	0.137417995	0.472186462	0.400256177	0.42258766	0.409848634	0.394033777	0.3938227	0.3909269	0.8017937	0.1771489	0.175206594	0.557927576
TCGA-BH-A0H9-01A-11R-A056-07	0.51622643	0.510600462	0.077460519	0.486141233	0.27401709	0.267226137	0.288683091	0.298529308	0.1111289	0.1110459	0.503246	0.1284903	0.138597297	0.551516339
TCGA-BH-A0HA-01A-11R-A12P-07	0.542572847	0.436061895	0.127113949	0.486033078	0.322691735	0.312726562	0.31151376	0.313275762	0.2246962	0.2240949	0.7024026	0.1377087	0.077714037	0.452787892
TCGA-BH-A0HB-01A-11R-A056-07	0.271063901	0.196459734	0.089185938	0.442223468	0.311608386	0.299746566	0.308800189	0.31405722	0.1186759	0.11684	0.7230956	0.1004945	0.026126979	0.189311185
TCGA-BH-A0HF-01A-11R-A056-07	0.55715876	0.513339499	0.042557181	0.368393338	0.372594081	0.361459257	0.334932571	0.358593169	0.2021976	0.2023615	0.5949961	0.1482019	0.022808747	0.187040556
TCGA-BH-A0HI-01A-11R-A084-07	0.619624196	0.485794589	0.13995227	0.485882818	0.350507608	0.323523612	0.331601387	0.370071318	0.0618103	0.0611392	0.4753807	0.1141832	0.086676691	0.485387786
TCGA-BH-A0HK-01A-11R-A056-07	0.488098294	0.437573756	0.110867926	0.483900012	0.317253761	0.27638724	0.269700904	0.309592199	0.1893494	0.1895838	0.4880221	0.1115625	0.031390418	0.285769639
TCGA-BH-A0HL-01A-11R-A10U-07	0.761212853	0.556954651	0.111229259	0.414976266	0.215069306	0.209724513	0.247614578	0.243707775	0.3335992	0.3309272	0.7110423	0.1081095	0.108373082	0.575654956
TCGA-BH-A0HN-01A-11R-A10U-07	0.511340839	0.248873854	0.129130048	0.466488596	0.194972203	0.150802873	0.212221379	0.206856551	0.2190376	0.2170513	0.5464919	0.1063185	0.084456336	0.430767296
TCGA-BH-A0HO-01A-11R-A034-07	0.632268507	0.415974308	0.127215361	0.452450816	0.289661005	0.286265043	0.304526444	0.310965566	0.1294255	0.1289665	0.5999211	0.123571	0.075993818	0.453049913
TCGA-BH-A0HP-01A-12R-A084-07	0.503897577	0.409822799	0.087103585	0.44999118	0.275918027	0.253945692	0.255196464	0.291800784	0.1035677	0.1040922	0.2783266	0.114578	0.077194619	0.406298017
TCGA-BH-A0HQ-01A-11R-A034-07	0.561825864	0.491914714	0.116854297	0.500741876	0.375483583	0.343592156	0.374369767	0.391166054	0.1788755	0.1783581	0.5545116	0.1951917	0.128312273	0.53489543
TCGA-BH-A0HU-01A-11R-A034-07	0.442108113	0.379907056	0.131197609	0.505947317	0.242475036	0.265393056	0.274247351	0.257085222	0.1186007	0.1167687	0.4723256	0.1083767	0.118867262	0.474612277
TCGA-BH-A0HW-01A-11R-A034-07	0.549071809	0.407156165	0.149076496	0.492332345	0.149690383	0.142995581	0.227779859	0.226351489	0.3226313	0.3208741	0.6360964	0.1235679	0.126681404	0.516946939
TCGA-BH-A0HX-01A-21R-A056-07	0.604641409	0.553983198	0.089783661	0.484538546	0.413262497	0.400143857	0.402652645	0.414608623	0.2015486	0.1988317	0.7343051	0.1546585	0.069600908	0.408657193
TCGA-BH-A0HY-01A-11R-A056-07	0.84137187	0.810709468	0.149848366	0.512711	0.383236786	0.355191315	0.38330187	0.403887032	0.8309326	0.8305828	0.7988726	0.7142568	0.251333515	0.643745981
TCGA-BH-A0RX-01A-21R-A084-07	0.374390407	0.341123618	0.078951737	0.478236266	0.353499498	0.357538702	0.326777614	0.32817627	0.1731929	0.1735158	0.6086048	0.3179057	0.042970565	0.309165541
TCGA-BH-A0W3-01A-11R-A109-07	0.639760978	0.434451716	0.151172623	0.488211752	0.174181927	0.145913811	0.183226872	0.207478741	0.0791641	0.0778847	0.3200221	0.0932447	0.086020441	0.45221679
TCGA-BH-A0W4-01A-11R-A109-07	0.81489572	0.720034641	0.122459244	0.49928013	0.431776711	0.406838216	0.413807915	0.463704939	0.32634	0.3254759	0.6024618	0.2834382	0.181086269	0.598867224
TCGA-BH-A0W5-01A-11R-A109-07	0.473553461	0.382584444	0.068920456	0.474355897	0.283996134	0.294956092	0.287672442	0.294398533	0.1060348	0.1063635	0.5344533	0.0945282	0.059236296	0.362516608
TCGA-BH-A0W7-01A-11R-A115-07	0.377173693	0.316519411	0.090989136	0.43614805	0.365755732	0.357519741	0.340804299	0.366694374	0.0790186	0.0793973	0.5508248	0.0822409	0.039887335	0.299773561
TCGA-BH-A0WA-01A-11R-A109-07	0.415878232	0.362831935	0.034068814	0.311751441	0.383279067	0.382960673	0.393929801	0.377670774	0.0735122	0.0739934	0.3954256	0.0942818	0.060384393	0.401555627
TCGA-BH-A18F-01A-11R-A12D-07	0.551940865	0.493872812	0.098822536	0.468825466	0.348984974	0.328545775	0.304879352	0.347956968	0.2125679	0.2127155	0.4845547	0.1495017	0.078926175	0.422397951
TCGA-BH-A18G-01A-11R-A12D-07	0.234270886	0.214143538	0.038455452	0.368236672	0.316643841	0.362262427	0.320774559	0.316241801	0.0978429	0.0966395	0.7809614	0.1671611	0.029156786	0.240534114
TCGA-BH-A18H-01A-11R-A12D-07	0.317641846	0.233803788	0.119125462	0.516491176	0.258068546	0.269045859	0.270364513	0.286812643	0.0909677	0.0895978	0.5675077	0.0595112	0.03767567	0.298662248
TCGA-BH-A18I-01A-11R-A12D-07	0.570285625	0.503688274	0.117276579	0.455123438	0.340400711	0.316705043	0.324480273	0.34336869	0.0835267	0.0838314	0.5567485	0.0896768	0.076251078	0.431156086
TCGA-BH-A18J-01A-11R-A12D-07	0.553897181	0.463334408	0.104165289	0.452185504	0.335243546	0.364036986	0.313751784	0.316405444	0.0645942	0.0641168	0.5467735	0.11385	0.064130588	0.40477578
TCGA-BH-A18K-01A-11R-A12D-07	0.452937373	0.421943571	0.101603965	0.443630617	0.348335118	0.33725526	0.325588452	0.339117301	0.072768	0.0716767	0.6648057	0.1228951	0.06017852	0.42028752
TCGA-BH-A18L-01A-32R-A12D-07	0.35590506	0.268005463	0.09439262	0.445342039	0.17260195	0.229258888	0.22570274	0.187224422	0.1421765	0.1400785	0.6184207	0.1246222	0.04555621	0.33551842
TCGA-BH-A18M-01A-11R-A12D-07	0.429629639	0.364303315	0.100462562	0.490977716	0.315642905	0.343451938	0.298253717	0.326949942	0.1418093	0.1422451	0.429256	0.0868149	0.049035988	0.349864007
TCGA-BH-A18N-01A-11R-A12D-07	0.495008701	0.427165409	0.127448771	0.455651005	0.225670256	0.216148695	0.287416928	0.274030139	0.1681409	0.1660674	0.5328261	0.085016	0.063531055	0.417898776
TCGA-BH-A18P-01A-11R-A12D-07	0.763899909	0.67984952	0.166475576	0.486565668	0.345725732	0.284563516	0.328629848	0.333469556	0.1496113	0.1485328	0.5557512	0.2292477	0.17874377	0.597663874
TCGA-BH-A18Q-01A-12R-A12D-07	0.359218719	0.365561846	0.068232334	0.430519939	0.296426971	0.304201258	0.259080379	0.272728838	0.1283611	0.1288436	0.2321528	0.1270254	0.042920283	0.318326746
TCGA-BH-A18R-01A-11R-A12D-07	0.610021534	0.612737491	0.060174015	0.464487285	0.251285806	0.268150601	0.269893677	0.280281823	0.5475545	0.5450278	0.6371838	0.3592917	0.126476512	0.522817
TCGA-BH-A18S-01A-11R-A12D-07	0.706161064	0.58201809	0.151513023	0.486515392	0.247292753	0.195920195	0.252365024	0.292711128	0.1132431	0.1122527	0.5175665	0.1396472	0.190243096	0.57688434
TCGA-BH-A18T-01A-11R-A12D-07	0.439503958	0.328017566	0.070602424	0.466433471	0.178641728	0.161608825	0.195901821	0.162796304	0.0556618	0.0547107	0.4887332	0.1120454	0.054558883	0.385705293
TCGA-BH-A18U-01A-21R-A12D-07	0.433223367	0.398547798	0.114963186	0.469582776	0.269579463	0.308923477	0.260453641	0.259242401	0.4860361	0.4834243	0.6804595	0.5970599	0.073354312	0.42837698
TCGA-BH-A18V-01A-11R-A12D-07	0.160274629	0.154094763	0.079469551	0.435176261	0.239867373	0.229270155	0.201380876	0.201383974	0.0317416	0.0320153	0.4116792	0.0489816	0.026515668	0.213616177
TCGA-BH-A18V-06A-11R-A213-07	0.236403251	0.18986951	0.075818989	0.466862114	0.066394968	0.075416537	0.068153663	0.043706838	0.0121708	0.0119677	0.1902529	0.0500888	0.025535205	0.148195693
TCGA-BH-A1EN-01A-11R-A13Q-07	0.816437765	0.766992996	0.218969406	0.567244552	0.508771855	0.433680591	0.482247086	0.495256855	0.8264933	0.8266682	0.8363438	0.741104	0.290404126	0.701567346
TCGA-BH-A1EO-01A-11R-A137-07	0.492607397	0.46171911	0.127879121	0.479888607	0.232100429	0.25387745	0.243325417	0.254096137	0.0506287	0.0499815	0.4431555	0.086784	0.057187206	0.364969171
TCGA-BH-A1ES-01A-11R-A137-07	0.607080593	0.519254383	0.130655552	0.474559178	0.45367797	0.439932888	0.434561507	0.449069573	0.4833734	0.4811545	0.7985759	0.1700106	0.161225876	0.570129763
TCGA-BH-A1ES-06A-12R-A24H-07	0.562178842	0.428210811	0.016188444	0.109734223	0.348216697	0.324267906	0.312979654	0.336159476	0.275898	0.2751636	0.6813207	0.1424573	0.119024193	0.701883181
TCGA-BH-A1ET-01A-11R-A137-07	0.618208656	0.520492853	0.135127321	0.494899064	0.176466489	0.161173735	0.188788592	0.224416108	0.0763387	0.0766465	0.3319478	0.1015456	0.12583197	0.492996412
TCGA-BH-A1EU-01A-11R-A137-07	0.435521087	0.366951224	0.090970117	0.475149089	0.122119867	0.13206956	0.100773382	0.137388646	0.0444279	0.0448886	0.1383963	0.06067	0.038591464	0.373967898
TCGA-BH-A1EV-01A-11R-A137-07	0.7504861	0.741534578	0.185158707	0.497966101	0.380318564	0.383304358	0.388057865	0.380389964	0.493099	0.4905249	0.5499885	0.5719925	0.199744875	0.650806831
TCGA-BH-A1EW-01A-11R-A137-07	0.401023273	0.362478015	0.113984081	0.50108168	0.222619632	0.261403202	0.227658358	0.230928512	0.0401857	0.0397113	0.3241564	0.0860683	0.055334765	0.353909183
TCGA-BH-A1EX-01A-11R-A13Q-07	0.382603898	0.334353134	0.07330627	0.40565873	0.32825554	0.305315716	0.274904199	0.30027867	0.0854476	0.0840995	0.6311922	0.0912765	0.053356418	0.366913056
TCGA-BH-A1EY-01A-11R-A13Q-07	0.418142601	0.269791635	0.160698203	0.458563615	0.192249602	0.183004965	0.160798135	0.18389064	0.0621046	0.0612813	0.5203316	0.0748853	0.052821915	0.338605084
TCGA-BH-A1F0-01A-11R-A137-07	0.301712673	0.277078395	0.089908858	0.464459466	0.260568083	0.269090042	0.20279042	0.239142769	0.1254275	0.1259119	0.4680406	0.1559807	0.025840999	0.182949551
TCGA-BH-A1F2-01A-31R-A13Q-07	0.624381972	0.623321021	0.164602819	0.505239157	0.296487295	0.310567425	0.246421563	0.29261805	0.2941637	0.2935257	0.4167356	0.2724755	0.119638898	0.517061566
TCGA-BH-A1F5-01A-12R-A13Q-07	0.542645189	0.516765925	0.191098415	0.48190468	0.225294583	0.236127724	0.242510957	0.270021961	0.1055662	0.1039218	0.5262259	0.0715503	0.117442189	0.583531118
TCGA-BH-A1F6-01A-11R-A13Q-07	0.302545842	0.293611875	0.123302089	0.505448918	0.325500412	0.322092787	0.295503522	0.309239672	0.217832	0.2177869	0.7306139	0.2209153	0.038270667	0.354479965
TCGA-BH-A1F8-01A-11R-A13Q-07	0.445649124	0.344290437	0.163072175	0.524134817	0.184959639	0.210387055	0.222036162	0.214943086	0.1421899	0.1401178	0.6447019	0.0756991	0.063102148	0.421620639
TCGA-BH-A1FB-01A-11R-A13Q-07	0.407099624	0.394339569	0.066888202	0.433248735	0.284028541	0.281253079	0.27059258	0.297357518	0.0865841	0.0871426	0.267737	0.0805373	0.046888953	0.329560385
TCGA-BH-A1FC-01A-11R-A13Q-07	0.233869565	0.240945915	0.09481111	0.468295605	0.156467837	0.174547789	0.21863659	0.17405988	0.0620187	0.0609672	0.495477	0.066734	0.030508218	0.246210518
TCGA-BH-A1FD-01A-11R-A13Q-07	0.110221842	0.128557748	0.08027865	0.414013569	0.258564364	0.249057427	0.247345545	0.242957488	0.0216154	0.0211495	0.3633552	0.0295983	0.025892925	0.159456473
TCGA-BH-A1FE-01A-11R-A13Q-07	0.621863837	0.592158626	0.106771928	0.444897048	0.283213691	0.280837265	0.267320515	0.290248686	0.1739896	0.1736197	0.5420741	0.1749636	0.082505734	0.426138751
TCGA-BH-A1FE-06A-11R-A213-07	0.594380834	0.564349646	0.052090816	0.406081344	0.287299123	0.288200258	0.235107156	0.321026172	0.0425327	0.0421115	0.5508335	0.0992487	0.045082435	0.317529396
TCGA-BH-A1FG-01A-11R-A13Q-07	0.363942866	0.312675212	0.146810777	0.468643245	0.148306639	0.160138348	0.201963938	0.201310301	0.0561272	0.0554322	0.4172403	0.0671996	0.064112793	0.410211307
TCGA-BH-A1FH-01A-12R-A13Q-07	0.627483068	0.596769763	0.036729083	0.32280556	0.297362731	0.316324792	0.269742098	0.296115733	0.1077629	0.1081935	0.5308795	0.1053718	0.059950465	0.434809089
TCGA-BH-A1FJ-01A-11R-A13Q-07	0.591505243	0.53647995	0.113789692	0.437265353	0.307761329	0.260796302	0.301137717	0.300802507	0.1472021	0.1453871	0.5871557	0.126513	0.061078214	0.443284207
TCGA-BH-A1FL-01A-11R-A13Q-07	0.632368201	0.524754385	0.092923291	0.453612255	0.251642472	0.241133738	0.264795283	0.272331859	0.0783538	0.0780994	0.4472253	0.109182	0.086217085	0.442711203
TCGA-BH-A1FM-01A-11R-A13Q-07	0.586654289	0.585897813	0.128674158	0.445920133	0.205778129	0.245283396	0.256973296	0.235944106	0.1115405	0.1098974	0.6939652	0.0676533	0.118671705	0.503044121
TCGA-BH-A1FN-01A-11R-A13Q-07	0.398567277	0.423860311	0.03212594	0.288818841	0.249175091	0.283586789	0.252674929	0.264515534	0.0600091	0.0589908	0.6891481	0.0633044	0.037182057	0.286794678
TCGA-BH-A1FR-01A-11R-A13Q-07	0.593342955	0.451120134	0.10121305	0.454585642	0.177249682	0.186013451	0.201707999	0.223518316	0.1010338	0.0994465	0.5819635	0.0800617	0.111811598	0.486656966
TCGA-BH-A1FU-01A-11R-A14D-07	0.727634528	0.762734391	0.136691316	0.506585395	0.414810986	0.372110899	0.378036167	0.394977385	0.7244644	0.7223817	0.7315439	0.7777918	0.119110892	0.549249522
TCGA-BH-A201-01A-11R-A14M-07	0.63889131	0.580516811	0.097640131	0.499368321	0.478212346	0.459640018	0.427235134	0.472065909	0.0638242	0.0633102	0.4302966	0.1191106	0.100105692	0.479845606
TCGA-BH-A202-01A-11R-A14M-07	0.473776012	0.452815349	0.144551535	0.503252662	0.161724802	0.161938048	0.202814978	0.175039147	0.1504288	0.1489017	0.3978597	0.2888162	0.085356694	0.431797307
TCGA-BH-A203-01A-12R-A169-07	0.498872042	0.483251019	0.076889712	0.419007656	0.218179689	0.220755592	0.21022391	0.215270461	0.0746936	0.0739243	0.6619194	0.0951034	0.088691674	0.480488892
TCGA-BH-A204-01A-11R-A157-07	0.723723175	0.650612781	0.144797383	0.422473856	0.171136959	0.190379119	0.222033119	0.243718783	0.2068559	0.2044299	0.6415629	0.1168935	0.191251256	0.662610701
TCGA-BH-A208-01A-11R-A157-07	0.465681289	0.483938367	0.11560837	0.438653096	0.414606106	0.39259204	0.360331607	0.384569445	0.111784	0.1100952	0.6618502	0.1212936	0.061955549	0.423936331
TCGA-BH-A209-01A-11R-A157-07	0.233756941	0.19320761	0.097447835	0.432774812	0.087649354	0.114845059	0.127020964	0.096628409	0.0253245	0.0248305	0.2783867	0.0422819	0.026655965	0.199700054
TCGA-BH-A28O-01A-11R-A22K-07	0.677423357	0.627691066	0.033238104	0.438932375	0.454034176	0.420352618	0.397196152	0.452494289	0.185759	0.1859715	0.5158095	0.2028406	0.049650946	0.399382077
TCGA-BH-A28Q-01A-11R-A16F-07	0.769535405	0.738344202	0.146847509	0.47083476	0.387658427	0.334117879	0.375270335	0.388256136	0.1618947	0.1602375	0.5691234	0.1152601	0.155974651	0.546044971
TCGA-BH-A2L8-01A-11R-A18M-07	0.312500334	0.279789366	0.022602472	0.215362255	0.268672287	0.283932102	0.274027973	0.278517517	0.0411292	0.0412385	0.3177526	0.0772693	0.014942706	0.047657761
TCGA-BH-A42T-01A-11R-A24H-07	0.37036212	0.294190655	0.110404571	0.491651862	0.340548244	0.322079984	0.316305373	0.345485458	0.1294783	0.1276204	0.6014069	0.1749007	0.05390327	0.383960792
TCGA-BH-A42U-01A-12R-A24H-07	0.338502401	0.352251373	0.026373144	0.341775071	0.44894732	0.39405154	0.377848769	0.428684062	0.1075756	0.1080961	0.4601521	0.1585816	0.028592593	0.235105917
